designation,name,other_id,type,constellation,magnitude,surface_brightness,size,ra_string,dec_string,ra_deg,dec_deg,class
NGC 3403,N/A,UGC  5997,Galaxy,DRA,12.2,13.4,3',10 53.9,+73 41,163.47858333333335,73.69036111111112,Sbc
NGC 3404,N/A,IC 2609,Galaxy,HYA,14,-,2.1',10 50.3,-12 07,162.57491666666667,-12.108722222222221,SBab
NGC 3406,N/A,UGC  5970,Galaxy,UMA,13.7,-,0.9',10 51.7,+51 01,162.93416666666667,51.02388888888889,E-SO
NGC 3407,N/A,UGC  5978,Galaxy,UMA,13.6,13.5,1.4',10 52.3,+61 23,163.074125,61.37963888888889,E-SO
NGC 3408,N/A,UGC  5977,Galaxy,UMA,13.4,13.1,0.8',10 52.2,+58 26,163.04866666666666,58.438138888888886,Sc
NGC 3411,N/A,NGC 3402,Galaxy,HYA,11.9,13.5,2.1',10 50.4,-12 51,162.61029166666668,-12.844611111111112,Elliptical
NGC 3412,N/A,UGC  5952,Galaxy,LEO,10.5,12.6,3.7',10 50.9,+13 25,162.722,13.412138888888888,SBO
NGC 3413,N/A,UGC  5960,Galaxy,LMI,12.1,12.7,1.8',10 51.3,+32 46,162.83641666666665,32.76638888888889,SO
NGC 3414,N/A,UGC  5959,Galaxy,LMI,11,13.3,3.6',10 51.3,+27 58,162.81754166666667,27.975111111111108,SBO
NGC 3415,N/A,UGC  5969,Galaxy,UMA,12.6,13.6,2.1',10 51.7,+43 43,162.9275,43.712611111111116,Sa
NGC 3418,N/A,UGC  5963,Galaxy,LMI,13.2,13.5,1.1',10 51.4,+28 07,162.84979166666665,28.11202777777778,SBO-a
NGC 3419,N/A,UGC  5964,Galaxy,LEO,12.5,12.6,0.8',10 51.3,+13 57,162.82391666666666,13.946,SBO-a
NGC 3420,N/A,MCG - 3-28- 11,Galaxy,HYA,14,-,1.3',10 50.2,-17 15,162.54025000000001,-17.242527777777777,SBa
NGC 3421,N/A,IC  652,Galaxy,HYA,14,-,1.8',10 51.0,-12 27,162.740125,-12.448527777777779,Sa Ring
NGC 3423,N/A,UGC  5962,Galaxy,SEX,11.1,13.7,3.9',10 51.2,+05 50,162.80970833333333,5.840027777777777,Sc
NGC 3424,N/A,UGC  5972,Galaxy,LMI,12.4,13.1,2.7',10 51.8,+32 54,162.94304166666666,32.900749999999995,SBb
NGC 3425,N/A,NGC 3388,Galaxy,LEO,13.1,13,1',10 51.4,+08 34,162.85637499999999,8.56713888888889,SO
NGC 3426,N/A,UGC  5975,Galaxy,LEO,13.1,12.8,1.1',10 51.7,+18 29,162.92395833333333,18.480833333333333,S
NGC 3427,N/A,UGC  5966,Galaxy,LEO,13.2,12.5,1.1',10 51.4,+08 18,162.85970833333334,8.298694444444445,Sa
NGC 3428,N/A,NGC 3429,Galaxy,LEO,13.1,13.1,1.5',10 51.5,+09 17,162.87295833333332,9.2795,SBb
NGC 3429,N/A,NGC 3428,Galaxy,LEO,13.2,-,1.5',10 51.5,+09 17,162.87295833333332,9.2795,SBb
NGC 3430,N/A,UGC  5982,Galaxy,LMI,11.6,13.8,4.1',10 52.2,+32 57,163.0475,32.95044444444445,SBc
NGC 3431,N/A,MCG - 3-28- 14,Galaxy,CRT,14,-,1.3',10 51.3,-17 01,162.81266666666667,-17.008027777777777,Sb
NGC 3432,N/A,UGC  5986,Galaxy,LMI,11.3,13.6,6.6',10 52.5,+36 37,163.12970833333335,36.61877777777778,SB
NGC 3433,N/A,UGC  5981,Galaxy,LEO,11.6,14.1,3.7',10 52.1,+10 09,163.01612500000002,10.148305555555556,Sc
NGC 3434,N/A,UGC  5980,Galaxy,LEO,12.1,13.4,2.1',10 52.0,+03 47,162.99179166666664,3.7920555555555553,Sb
NGC 3435,N/A,UGC  6025,Galaxy,UMA,13.2,13.9,1.8',10 54.8,+61 17,163.701375,61.28986111111111,Sb
NGC 3437,N/A,UGC  5995,Galaxy,LEO,12.1,12.7,2.6',10 52.6,+22 56,163.14895833333335,22.93413888888889,SBc
NGC 3438,N/A,UGC  5988,Galaxy,LEO,13.3,12.7,0.8',10 52.4,+10 33,163.10825,10.54725,S pec
NGC 3440,N/A,UGC  6009,Galaxy,UMA,13.2,13.1,2.1',10 53.8,+57 07,163.45624999999998,57.11875,SBb
NGC 3441,N/A,UGC  5993,Galaxy,LEO,13.5,12,0.7',10 52.5,+07 13,163.12966666666668,7.224888888888889,Sc
NGC 3442,N/A,UGC  6001,Galaxy,LMI,13.4,11.9,0.6',10 53.1,+33 55,163.28379166666667,33.91036111111111,Sa
NGC 3443,N/A,UGC  6000,Galaxy,LEO,13.1,14.4,2.8',10 53.0,+17 34,163.2505,17.57363888888889,Scd
NGC 3445,N/A,UGC  6021,Galaxy,UMA,12.6,13.4,1.6',10 54.6,+56 59,163.647875,56.99069444444444,Sc
NGC 3446,N/A,ESO 264-SC45,Opn CL,VEL,-,-,7',10 52.1,-45 08,163.028875,-45.13925,N/A
NGC 3447,N/A,UGC  6006,Galaxy,LEO,12.6,14.7,3.8',10 53.4,+16 46,163.11166666666668,16.778888888888886,SBdp
NGC 3448,N/A,UGC  6024,Galaxy,UMA,12.1,14.4,5.6',10 54.6,+54 18,163.66333333333336,54.30486111111111,Sa
NGC 3449,N/A,ESO 376-25,Galaxy,ANT,12.2,13.3,3.3',10 52.9,-32 56,163.22358333333335,-32.92761111111111,SBab
NGC 3450,N/A,ESO 569- 6,Galaxy,HYA,11.9,13.6,2.6',10 48.1,-20 51,162.01508333333337,-20.849194444444443,SBb
NGC 3451,N/A,UGC  6023,Galaxy,LMI,13,13.2,1.7',10 54.4,+27 14,163.58704166666666,27.23975,SBcd
NGC 3453,N/A,ESO 569-17,Galaxy,HYA,13,12.4,1.1',10 53.7,-21 48,163.41875,-21.79275,SBb
NGC 3454,N/A,UGC  6026,Galaxy,LEO,13.5,13.2,1.8',10 54.5,+17 21,163.62304166666667,17.344027777777775,SBc
NGC 3455,N/A,UGC  6028,Galaxy,LEO,12,13.3,2.7',10 54.5,+17 17,163.62954166666665,17.284750000000003,SBb
NGC 3456,N/A,MCG - 3-28- 18,Galaxy,CRT,13,-,1.7',10 54.1,-16 02,163.51379166666666,-16.02772222222222,SBbc
NGC 3457,N/A,NGC 3460,Galaxy,LEO,12.6,12.3,0.9',10 54.8,+17 37,163.702625,17.62125,Compact
NGC 3458,N/A,UGC  6037,Galaxy,UMA,12.2,12.3,1.4',10 56.0,+57 07,164.00616666666667,57.11697222222222,SBO
NGC 3459,N/A,MCG - 3-28- 22,Galaxy,CRT,14,-,1.6',10 54.7,-17 03,163.6845,-17.042,Sab
NGC 3460,N/A,NGC 3457,Galaxy,LEO,12.6,-,0.9',10 54.8,+17 37,163.702625,17.62125,Compact
NGC 3462,N/A,UGC  6034,Galaxy,LEO,12.2,12.9,1.7',10 55.4,+07 42,163.83775,7.696750000000001,SO
NGC 3463,N/A,ESO 502- 2,Galaxy,HYA,12.9,12.8,1.5',10 55.2,-26 08,163.80566666666664,-26.14075,Sb
NGC 3464,N/A,ESO 569-22,Galaxy,HYA,12.6,14,2.5',10 54.7,-21 04,163.66670833333336,-21.06663888888889,SBc
NGC 3465,N/A,UGC  6056,Galaxy,DRA,13.5,13.6,1.2',10 59.5,+75 11,164.88029166666664,75.19127777777778,Sab
NGC 3466,N/A,UGC  6042,Galaxy,LEO,13.6,13.1,1',10 56.3,+09 45,164.0645,9.754444444444445,SBab
NGC 3467,N/A,UGC  6045,Galaxy,LEO,13.4,13,0.9',10 56.7,+09 46,164.18366666666668,9.758916666666666,SO
NGC 3468,N/A,UGC  6048,Galaxy,UMA,13,13.4,1.6',10 57.5,+40 57,164.37987499999997,40.94613888888889,SO
NGC 3469,N/A,MCG - 2-28- 24,Galaxy,CRT,14,-,1.7',10 57.0,-14 18,164.24037500000003,-14.300805555555556,SBab Ring
NGC 3470,N/A,UGC  6060,Galaxy,UMA,13.2,13.7,1.5',10 58.7,+59 31,164.68708333333333,59.51069444444445,Sab Ring
NGC 3471,N/A,UGC  6064,Galaxy,UMA,12.5,12.8,1.7',10 59.1,+61 32,164.78754166666667,61.53069444444444,Sa
NGC 3473,N/A,UGC  6052,Galaxy,LEO,13.6,13.6,1.1',10 58.1,+17 07,164.52154166666668,17.12441666666667,SBb
NGC 3474,N/A,MCG   3-28- 42,Galaxy,LEO,13.9,13,0.8',10 58.1,+17 06,164.53650000000002,17.095694444444444,S
NGC 3475,N/A,UGC  6058,Galaxy,LEO,13.1,13.6,1.7',10 58.4,+24 14,164.6050833333333,24.226333333333333,Sa
NGC 3476,N/A,NGC 3480,Galaxy,LEO,13.8,-,0.5',10 58.1,+09 17,164.53166666666667,9.27613888888889,Elliptical
NGC 3478,N/A,UGC  6069,Galaxy,UMA,12.9,13.9,2.6',10 59.5,+46 07,164.86399999999998,46.12238888888889,SBbc
NGC 3479,N/A,NGC 3502,Galaxy,CRT,13,-,1.8',10 58.9,-14 58,164.73116666666667,-14.961388888888887,SBbc
NGC 3481,N/A,MCG - 1-28- 16,Galaxy,CRT,14,-,0.9',10 59.4,-07 33,164.85904166666666,-7.543638888888888,Pec
NGC 3482,N/A,ESO 264-56,Galaxy,VEL,13.5,-,1.9',10 58.6,-46 35,164.64279166666668,-46.58388888888889,SBa
NGC 3483,N/A,ESO 438- 1,Galaxy,HYA,12.1,12.8,1.8',10 59.0,-28 29,164.75074999999998,-28.47697222222222,Sa
NGC 3485,N/A,UGC  6077,Galaxy,LEO,11.8,13.3,2.4',11 00.0,+14 50,165.00991666666667,14.841583333333334,SBbc
NGC 3486,N/A,UGC  6079,Galaxy,LMI,10.5,14.3,6.8',11 00.4,+28 59,165.09945833333333,28.97513888888889,SBc
NGC 3488,N/A,UGC  6096,Galaxy,UMA,12.9,13.6,1.8',11 01.4,+57 41,165.348375,57.67766666666667,SBc
NGC 3489,N/A,UGC  6082,Galaxy,LEO,10.3,12.3,3.6',11 00.3,+13 54,165.07737500000002,13.901222222222222,SBO-a
NGC 3490,N/A,MCG   2-28- 36,Galaxy,LEO,13.8,-,0.5',10 59.9,+09 22,164.97670833333333,9.361888888888888,Elliptical
NGC 3491,N/A,UGC  6088,Galaxy,LEO,13.2,13,0.9',11 00.6,+12 10,165.14749999999998,12.161555555555555,E-SO
NGC 3492,N/A,UGC  6094,Galaxy,LEO,13.1,12.8,1.1',11 01.0,+10 30,165.2375,10.505,Elliptical
NGC 3495,N/A,UGC  6098,Galaxy,LEO,11.8,13.6,4.9',11 01.3,+03 38,165.31762500000002,3.6279444444444446,Scd
NGC 3497,N/A,NGC 3525,Galaxy,CRT,12.6,-,2.6',11 07.3,-19 28,166.8252916666667,-19.471555555555554,SO
NGC 3499,N/A,UGC  6115,Galaxy,UMA,13.6,12.9,0.7',11 03.2,+56 13,165.79595833333335,56.221722222222226,Sa
NGC 3501,N/A,UGC  6116,Galaxy,LEO,12.9,13.5,3.9',11 02.8,+17 59,165.69695833333333,17.989333333333335,Sc
NGC 3502,N/A,NGC 3479,Galaxy,CRT,14,-,1.8',10 58.9,-14 58,164.73116666666667,-14.961388888888887,SBbc
NGC 3503,N/A,OCL  833,Brt Neb,CAR,-,-,3',11 01.3,-59 51,165.32183333333336,-59.84575,E+*
NGC 3504,N/A,UGC  6118,Galaxy,LMI,11,12.8,2.7',11 03.2,+27 58,165.79670833333333,27.972499999999997,SBab Ring
NGC 3505,N/A,NGC 3508,Galaxy,CRT,14,-,1.1',11 03.0,-16 17,165.748625,-16.289444444444445,Sb
NGC 3506,N/A,UGC  6120,Galaxy,LEO,12.5,12.6,1.1',11 03.2,+11 05,165.80404166666668,11.076666666666666,Sc
NGC 3507,N/A,UGC  6123,Galaxy,LEO,10.9,13.3,3.4',11 03.4,+18 08,165.85566666666668,18.135444444444445,SBb
NGC 3508,N/A,NGC 3505,Galaxy,CRT,14,-,1.1',11 03.0,-16 17,165.748625,-16.289444444444445,Sb
NGC 3509,N/A,UGC  6134,Galaxy,LEO,12.7,13.4,1.4',11 04.4,+04 50,166.098125,4.828611111111111,SBbc
NGC 3510,N/A,UGC  6126,Galaxy,LMI,12.2,13.3,4.1',11 03.7,+28 53,165.93070833333334,28.887166666666666,SB
NGC 3511,N/A,ESO 502-13,Galaxy,CRT,11,13.5,6',11 03.4,-23 05,165.84904166666666,-23.086777777777776,SBc
NGC 3512,N/A,UGC  6128,Galaxy,LMI,12.3,13.1,1.5',11 04.0,+28 02,166.01225,28.036805555555556,SBc
NGC 3513,N/A,ESO 502-14,Galaxy,CRT,11.5,13.4,2.9',11 03.8,-23 15,165.942,-23.2455,SBb
NGC 3514,N/A,ESO 570- 1,Galaxy,CRT,13,-,1.1',11 04.0,-18 47,165.99958333333333,-18.780583333333333,SBc
NGC 3515,N/A,UGC  6139,Galaxy,LMI,13.9,13.4,0.9',11 04.6,+28 14,166.15516666666664,28.22797222222222,Sbc
NGC 3516,N/A,UGC  6153,Galaxy,UMA,11.7,12.5,1.9',11 06.8,+72 34,166.69787499999998,72.56858333333334,SBO Ring
NGC 3517,N/A,UGC  6144,Galaxy,UMA,13.8,-,0.7',11 05.6,+56 31,166.403375,56.52491666666666,Sab
NGC 3518,N/A,NGC 3110,Galaxy,LEO,13.5,-,1.6',10 04.0,-06 29,151.00879166666667,-6.474777777777778,Sb
NGC 3521,N/A,UGC  6150,Galaxy,LEO,9,13.2,11.2',11 05.8,-00 02,166.45241666666666,-0.03586111111111111,SBbc
NGC 3522,N/A,UGC  6159,Galaxy,LEO,13.1,13,1.2',11 06.7,+20 05,166.66858333333332,20.085555555555555,Elliptical
NGC 3523,N/A,UGC  6105,Galaxy,DRA,12.9,13.6,1.5',11 03.1,+75 07,165.77633333333335,75.11574999999999,Sbc
NGC 3524,N/A,UGC  6158,Galaxy,LEO,12.8,12.4,1.6',11 06.5,+11 23,166.63375,11.385416666666666,Sa
NGC 3525,N/A,NGC 3497,Galaxy,CRT,12.6,-,2.6',11 07.3,-19 28,166.8252916666667,-19.471555555555554,SO
NGC 3526,N/A,NGC 3531,Galaxy,LEO,13.2,12.8,1.9',11 06.9,+07 10,166.73595833333331,7.173916666666667,Sc
NGC 3527,N/A,UGC  6170,Galaxy,UMA,13.7,13.5,1',11 07.3,+28 32,166.82579166666667,28.52777777777778,SBa
NGC 3528,N/A,NGC 3497,Galaxy,CRT,13,-,2.6',11 07.3,-19 28,166.8252916666667,-19.471555555555554,SO
NGC 3529,N/A,IC 2625,Galaxy,CRT,14,-,1',11 07.3,-19 33,166.82966666666667,-19.55563888888889,SBb
NGC 3530,N/A,UGC  6188,Galaxy,UMA,13.8,11.7,0.7',11 08.7,+57 14,167.16824999999997,57.23019444444444,S
NGC 3531,N/A,NGC 3526,Galaxy,LEO,13.8,-,1.9',11 06.9,+07 10,166.73595833333331,7.173916666666667,Sc
NGC 3532,Firefly Party Cluster,OCL  839,Opn CL,CAR,3,-,50',11 05.2,-58 44,166.44925,-58.7705,II 1 m
NGC 3533,N/A,NGC 3557A,Galaxy,CEN,12.9,13.4,2.8',11 07.1,-37 10,166.78145833333335,-37.17263888888888,Sab
NGC 3535,N/A,UGC  6189,Galaxy,LEO,13.5,12.6,1.1',11 08.6,+04 50,167.1413333333333,4.831888888888889,Sa
NGC 3536,N/A,UGC  6191,Galaxy,UMA,13.7,13.5,1.1',11 08.9,+28 29,167.21333333333334,28.475694444444443,SBO-a Ring
NGC 3537,N/A,N/A,Galaxy,CRT,14,-,1.2',11 08.4,-10 15,167.11124999999998,-10.257777777777777,Sab
NGC 3540,N/A,NGC 3548,Galaxy,UMA,13.3,13.7,1.4',11 09.3,+36 01,167.317,36.02108333333333,SBO
NGC 3544,N/A,NGC 3571,Galaxy,CRT,13.1,-,3',11 11.5,-18 17,167.87695833333333,-18.2895,SBa
NGC 3546,N/A,MCG - 2-29-  7,Galaxy,CRT,14,-,1.3',11 09.8,-13 23,167.44495833333332,-13.38086111111111,E-SO
NGC 3547,N/A,UGC  6209,Galaxy,LEO,12.8,13.3,2',11 09.9,+10 43,167.48308333333335,10.720833333333333,Sb
NGC 3549,N/A,UGC  6215,Galaxy,UMA,12.1,13.4,3.1',11 10.9,+53 23,167.73695833333332,53.38777777777778,Sc
NGC 3550,N/A,UGC  6214,Galaxy,UMA,13.3,13.2,1',11 10.6,+28 46,167.66125,28.76833333333333,E-SO
NGC 3555,N/A,ZWG 125. 34,Galaxy,LEO,12.8,14,0.4',11 09.8,+21 49,167.45970833333334,21.810194444444445,SO
NGC 3557,N/A,ESO 377-16,Galaxy,CEN,10.4,13.1,4',11 10.0,-37 32,167.49016666666665,-37.53916666666667,Elliptical
NGC 3557A,N/A,NGC 3533,Galaxy,CEN,13.8,-,2.8',11 07.1,-37 10,166.775,-37.166666666666664,Sab
NGC 3557B,N/A,ESO 377-15,Galaxy,CEN,12.6,12.8,2',11 09.5,-37 21,167.383875,-37.34963888888889,Elliptical
NGC 3558,N/A,MCG   5-27-  8,Galaxy,UMA,13.6,13.1,0.9',11 10.9,+28 33,167.73279166666666,28.543805555555558,Elliptical
NGC 3559,N/A,NGC 3560,Galaxy,LEO,12.7,12.7,1.3',11 10.8,+12 01,167.68837499999998,12.01613888888889,S pec
NGC 3560,N/A,NGC 3559,Galaxy,LEO,13.7,-,1.3',11 10.8,+12 01,167.68837499999998,12.01613888888889,Spec
NGC 3562,N/A,UGC  6242,Galaxy,DRA,12.2,-,1.7',11 13.0,+72 53,168.2445,72.87930555555555,Elliptical
NGC 3564,N/A,ESO 377-18,Galaxy,CEN,12.1,12.3,1.7',11 10.6,-37 33,167.65158333333332,-37.54758333333333,SO
NGC 3567,N/A,UGC  6230,Galaxy,LEO,13.3,12.8,0.9',11 11.3,+05 50,167.82783333333333,5.836305555555556,SO
NGC 3568,N/A,ESO 377-20,Galaxy,CEN,12.3,12.9,2.5',11 10.8,-37 27,167.702375,-37.44786111111111,SBc
NGC 3569,N/A,UGC  6238,Galaxy,UMA,13.3,13.3,1.1',11 12.1,+35 27,168.03370833333332,35.45213888888889,SO
NGC 3570,N/A,UGC  6240,Galaxy,LEO,13.5,13.4,1',11 12.1,+27 35,168.01395833333333,27.589777777777776,SO
NGC 3571,N/A,NGC 3544,Galaxy,CRT,12.1,13.2,3',11 11.5,-18 17,167.87695833333333,-18.2895,SBa
NGC 3573,N/A,ESO 377-22,Galaxy,CEN,12.3,13.5,3.6',11 11.3,-36 53,167.82737500000002,-36.875527777777776,Sa
NGC 3575,N/A,NGC 3162,Galaxy,LEO,12.2,-,3.1',10 13.5,+22 44,153.381625,22.737555555555556,SBbc Ring
NGC 3577,N/A,UGC  6257,Galaxy,UMA,13.4,14,1.4',11 13.7,+48 16,168.43708333333333,48.27272222222222,SBa
NGC 3580,N/A,MCG   1-29- 18,Galaxy,LEO,14,12.4,0.9',11 13.3,+03 39,168.316375,3.6573333333333333,SO
NGC 3583,N/A,UGC  6263,Galaxy,UMA,11.1,12.7,2.5',11 14.2,+48 19,168.54537499999998,48.31852777777778,SBb
NGC 3585,N/A,ESO 502-25,Galaxy,HYA,9.9,12.6,5.2',11 13.3,-26 45,168.32120833333335,-26.754833333333334,Elliptical
NGC 3589,N/A,UGC  6275,Galaxy,UMA,13.8,13.8,1.5',11 15.2,+60 42,168.80554166666664,60.69991666666667,SBcd Ring
NGC 3591,N/A,MCG - 2-29- 12,Galaxy,CRT,14,-,1.3',11 14.1,-14 05,168.51379166666663,-14.087333333333333,Sa
NGC 3592,N/A,UGC  6267,Galaxy,LEO,13.7,13.6,1.8',11 14.5,+17 16,168.61404166666665,17.26,Sc
NGC 3593,N/A,UGC  6272,Galaxy,LEO,10.9,13.3,4.9',11 14.6,+12 49,168.65416666666667,12.817666666666666,Sa
NGC 3594,N/A,UGC  6286,Galaxy,UMA,13.7,14.1,1.3',11 16.2,+55 42,169.0582916666667,55.70433333333334,SBO
NGC 3595,N/A,UGC  6280,Galaxy,UMA,12.1,12.1,1.6',11 15.4,+47 27,168.85645833333334,47.44702777777778,E-SO
NGC 3596,N/A,UGC  6277,Galaxy,LEO,11.3,14.1,4.1',11 15.1,+14 47,168.775875,14.787027777777778,SBc
NGC 3597,N/A,ESO 503- 3,Galaxy,CRT,12.6,13.6,1.8',11 14.7,-23 44,168.674875,-23.72769444444444,Sa
NGC 3598,N/A,UGC  6278,Galaxy,LEO,12.3,13.1,1.8',11 15.2,+17 16,168.798625,17.262694444444445,E-SO
NGC 3599,N/A,UGC  6281,Galaxy,LEO,11.9,13.7,2.5',11 15.4,+18 07,168.8623333333333,18.11038888888889,SO
NGC 3600,N/A,UGC  6283,Galaxy,UMA,11.7,12.9,4.1',11 15.9,+41 35,168.96670833333332,41.59102777777778,Sa
NGC 3601,N/A,UGC  6282,Galaxy,LEO,13.8,12.1,0.5',11 15.6,+05 07,168.88875,5.1154166666666665,Sab
NGC 3604,N/A,NGC 3611,Galaxy,LEO,12.8,-,2',11 17.5,+04 33,169.37570833333334,4.555583333333333,Sa
NGC 3605,N/A,UGC  6295,Galaxy,LEO,12.3,12.8,1.4',11 16.8,+18 01,169.194125,18.017166666666665,Elliptical
NGC 3606,N/A,ESO 377-32,Galaxy,HYA,12.4,13.1,1.5',11 16.3,-33 50,169.06512500000002,-33.827444444444446,Elliptical
NGC 3607,N/A,UGC  6297,Galaxy,LEO,9.9,12.5,4.6',11 16.9,+18 03,169.22766666666666,18.051750000000002,E-SO
NGC 3608,N/A,UGC  6299,Galaxy,LEO,10.8,13,3.5',11 17.0,+18 09,169.24562500000002,18.148694444444445,Elliptical
NGC 3609,N/A,UGC  6310,Galaxy,LEO,13.1,13.1,1.2',11 17.8,+26 37,169.46091666666666,26.625805555555555,SBab Ring
NGC 3610,N/A,UGC  6319,Galaxy,UMA,10.8,12.8,2.5',11 18.4,+58 47,169.60529166666666,58.78627777777778,Elliptical
NGC 3611,N/A,NGC 3604,Galaxy,LEO,12.1,13.4,2',11 17.5,+04 33,169.37570833333334,4.555583333333333,Sa
NGC 3613,N/A,UGC  6323,Galaxy,UMA,10.9,13,3.6',11 18.6,+58 00,169.65045833333335,58.0,Elliptical
NGC 3614,N/A,UGC  6318,Galaxy,UMA,11.6,14.1,4.8',11 18.4,+45 45,169.58883333333335,45.748222222222225,Sc
NGC 3615,N/A,UGC  6313,Galaxy,LEO,12.8,13.1,1.4',11 18.1,+23 24,169.52770833333335,23.397333333333332,Elliptical
NGC 3617,N/A,ESO 503-12,Galaxy,HYA,12.8,13.6,2.8',11 17.8,-26 08,169.46191666666667,-26.134416666666667,Elliptical
NGC 3618,N/A,UGC  6327,Galaxy,LEO,13.6,13.1,0.9',11 18.5,+23 28,169.63558333333333,23.46908333333333,Sb Ring
NGC 3619,N/A,UGC  6330,Galaxy,UMA,11.5,13.4,3.5',11 19.4,+57 45,169.83983333333333,57.75783333333333,Sa
NGC 3621,N/A,ESO 377-37,Galaxy,HYA,9.7,14.4,12.4',11 18.3,-32 49,169.56879166666667,-32.814055555555555,SBcd
NGC 3622,N/A,UGC  6339,Galaxy,UMA,13.2,12.4,1.2',11 20.2,+67 14,170.05154166666665,67.24155555555555,S pec
NGC 3624,N/A,MCG   1-29- 29,Galaxy,LEO,13.9,12.9,0.9',11 18.8,+07 31,169.71241666666668,7.521388888888889,SBb
NGC 3625,N/A,UGC  6348,Galaxy,UMA,13.1,13.2,2',11 20.5,+57 47,170.13058333333336,57.781416666666665,SBb
NGC 3626,N/A,NGC 3632,Galaxy,LEO,11,12.6,3.2',11 20.1,+18 21,170.015875,18.356833333333334,Sa
NGC 3628,N/A,UGC  6350,Galaxy,LEO,9.5,13.4,13.1',11 20.3,+13 35,170.07070833333333,13.589694444444445,Sb
NGC 3629,N/A,UGC  6352,Galaxy,LEO,12.1,13.4,2',11 20.5,+26 58,170.1325416666667,26.96336111111111,SBc
NGC 3630,N/A,NGC 3645,Galaxy,LEO,11.9,14.6,2',11 20.3,+02 58,170.07075,2.964388888888889,Sa
NGC 3631,N/A,UGC  6360,Galaxy,UMA,10.4,13.7,5',11 21.0,+53 10,170.26195833333333,53.169555555555554,Sc
NGC 3632,N/A,NGC 3626,Galaxy,LEO,11.8,-,3.2',11 20.1,+18 21,170.015875,18.356833333333334,Sa
NGC 3633,N/A,UGC  6351,Galaxy,LEO,13.6,12.6,1.1',11 20.4,+03 35,170.10925,3.585611111111111,Sab
NGC 3636,N/A,MCG - 2-29- 19,Galaxy,CRT,12.4,13,1.7',11 20.4,-10 17,170.10433333333333,-10.281777777777778,Elliptical
NGC 3637,N/A,MCG - 2-29- 20,Galaxy,CRT,12.7,13.6,1.8',11 20.7,-10 15,170.16487500000002,-10.257361111111111,SBO Ring
NGC 3639,N/A,UGC  6374,Galaxy,LEO,13.6,12.3,0.6',11 21.6,+18 27,170.39866666666666,18.458583333333333,S pec
NGC 3640,N/A,UGC  6368,Galaxy,LEO,10.4,13.2,4.5',11 21.1,+03 14,170.27854166666665,3.2348333333333334,Elliptical
NGC 3641,N/A,UGC  6370,Galaxy,LEO,13.2,13.3,0.8',11 21.1,+03 12,170.28670833333334,3.194583333333333,Elliptical
NGC 3642,N/A,UGC  6385,Galaxy,UMA,11.2,14.5,5.5',11 22.3,+59 04,170.57454166666668,59.07452777777778,Sbc
NGC 3644,N/A,IC  684,Galaxy,LEO,13.7,13.6,1.5',11 21.5,+02 49,170.38695833333333,2.8104444444444443,Sa
NGC 3646,N/A,UGC  6376,Galaxy,LEO,11.1,13.3,3.9',11 21.7,+20 10,170.4295,20.169555555555558,Sc
NGC 3648,N/A,UGC  6389,Galaxy,UMA,12.6,12.5,1.3',11 22.5,+39 53,170.63129166666667,39.87688888888889,SO
NGC 3649,N/A,UGC  6386,Galaxy,LEO,13.7,13.1,1.4',11 22.2,+20 12,170.56141666666667,20.20852777777778,SBa
NGC 3650,N/A,UGC  6391,Galaxy,LEO,13.9,13,1.6',11 22.6,+20 42,170.64745833333336,20.703916666666665,Sb
NGC 3651,N/A,UGC  6388,Galaxy,LEO,13.2,13.4,1.1',11 22.4,+24 18,170.60958333333335,24.297222222222224,Elliptical
NGC 3652,N/A,UGC  6392,Galaxy,UMA,12.2,12.4,2',11 22.7,+37 46,170.662625,37.76511111111111,SBc/P
NGC 3653,N/A,MCG   4-27- 29,Galaxy,LEO,13.6,12.8,0.9',11 22.5,+24 17,170.6252916666667,24.279277777777775,E-SO
NGC 3654,N/A,UGC  6407,Galaxy,UMA,12.7,12.3,1.2',11 24.2,+69 25,171.04475,69.41308333333333,S pec
NGC 3655,N/A,UGC  6396,Galaxy,LEO,11.6,12,1.5',11 22.9,+16 35,170.72758333333334,16.590027777777777,Sc
NGC 3656,N/A,UGC  6403,Galaxy,UMA,12.5,13.4,1.5',11 23.6,+53 51,170.91104166666665,53.842111111111116,Elliptical
NGC 3657,N/A,UGC  6406,Galaxy,UMA,12.4,13.1,1.7',11 23.9,+52 55,170.98158333333333,52.921,SBc/P
NGC 3658,N/A,UGC  6409,Galaxy,UMA,12.2,13,1.8',11 24.0,+38 34,170.99275,38.56233333333333,SO
NGC 3659,N/A,UGC  6405,Galaxy,LEO,12.3,13,2.3',11 23.8,+17 49,170.93975,17.818666666666665,SB
NGC 3660,N/A,MCG - 1-29- 16,Galaxy,CRT,12.5,-,2.8',11 23.5,-08 40,170.88449999999997,-8.658555555555555,SBbc
NGC 3661,N/A,IC  689,Galaxy,CRT,14,-,1.6',11 23.6,-13 50,170.910125,-13.831111111111111,Sa
NGC 3662,N/A,UGC  6408,Galaxy,LEO,12.9,13,1.3',11 23.8,-01 06,170.94358333333332,-1.1048611111111113,SBb/P
NGC 3663,N/A,MCG - 2-29- 23,Galaxy,CRT,13,-,2',11 24.0,-12 18,170.99962499999998,-12.296444444444445,Sbc
NGC 3664,N/A,UGC  6419,Galaxy,LEO,12.8,14.1,2',11 24.4,+03 20,171.10104166666667,3.3249999999999997,SB/P
